Key,en,es,ar,fr
Add Automatic Gateway (Add Money),Add Automatic Gateway (Add Money),Agregar puerta de enlace automática (agregar dinero),أضف بوابة أوتوماتيكية (إضافة أموال),Ajouter une passerelle automatique (ajouter de l'argent)
gatewayImage,gatewayImage,gatewayimage,بوابة,gattewayImage
Gateway Title,Gateway Title,Título de puerta de enlace,عنوان البوابة,Titre de la passerelle
Supported Currencies,Supported Currencies,Monedas compatibles,العملات المدعومة,Devises soutenues
Genarate Fields,Genarate Fields,Campos de genarato,حقول الجينارات,Champs de génarate
Instruction,Instruction,Instrucción,تعليمات,Instruction
Max File Size (mb),Max File Size (mb),Tamaño de archivo máximo (MB),حجم الملف الأقصى (MB),Taille du fichier maximum (MB)
File Extension,File Extension,Extensión de archivo,امتداد الملف,Extension de fichier
Min Character,Min Character,Carácter mínimo,شخصية دقيقة,Caractère min
Max Character,Max Character,Personaje máximo,الحد الأقصى للشخصية,Caractère max
alert-submit-btn btn btn--danger btn-loading,alert-submit-btn btn btn--danger btn-loading,alerta-submit-btn btn btn-danger btn-carga,تنبيه التنبيه BTN BTN-DANGER BTN-LOADING,alert-submit-btn btn btn - danger btn-chargement
Add Automatic Gateway (Money Out),Add Automatic Gateway (Money Out),Agregue la puerta de enlace automática (dinero fuera),أضف بوابة أوتوماتيكية (أموال),Ajouter une passerelle automatique (argent)
Save & Change,Save & Change,Guardar cambios,حفظ وتغيير,Sauvegarder les modifications
Profile Image,Profile Image,Imagen de perfil,صورة الملف الشخصي,Image de profil
Select State,Select State,Seleccione estado,اختر ولايه,Sélectionnez l'état
Browser Push Notification Configuration,Browser Push Notification Configuration,Configuración de notificación de push del navegador,تكوين إشعار دفع المتصفح,Configuration de la notification push du navigateur
Select Method,Select Method,Seleccionar método,حدد الطريقة,Sélectionner la méthode
Instance ID,Instance ID,ID de instancia,معرف مثيل,ID d'instance
Primary key,Primary key,Clave primaria,المفتاح الأساسي,Clé primaire
Broadcasting/ Internal Notification Configuration,Broadcasting/ Internal Notification Configuration,Configuración de transmisión/ notificación interna,تكوين الإذاعة/ الإخطار الداخلي,Configuration de la radiodiffusion / notification interne
Cluster,Cluster,Grupo,تَجَمَّع,Grappe
Notification Body,Notification Body,Cuerpo de notificación,هيئة الإخطار,Corps de notification
Latest Notifications,Latest Notifications,Últimas notificaciones,أحدث الإخطارات,Dernières notifications
Body,Body,Cuerpo,جسم,Corps
Version,Version,Versión,إصدار,Version
App Environment,App Environment,Entorno de aplicaciones,بيئة التطبيق,Environnement d'application
App Debug,App Debug,Depurar la aplicación,App Debug,Débogage de l'application
App Mode,App Mode,Modo de aplicación,وضع التطبيق,Mode d'application
Database Connection,Database Connection,Conexión de base de datos,اتصال قاعدة البيانات,Connexion de base de données
Database Host,Database Host,Host de base de datos,مضيف قاعدة البيانات,Hôte de base de données
Database Port,Database Port,Puerto de base de datos,منفذ قاعدة البيانات,Port de base de données
Database Name,Database Name,Nombre de la base de datos,اسم قاعدة البيانات,Nom de la base de données
Database Username,Database Username,Nombre de usuario de la base de datos,قاعدة بيانات قاعدة البيانات,Nom d'utilisateur de base de données
PHP Version,PHP Version,Versión php,إصدار PHP,Version PHP
Laravel Version,Laravel Version,Versión de Laravel,نسخة لارافيل,Version Laravel
Server Software,Server Software,Software de servidor,برنامج الخادم,Logiciel de serveur
Server IP Address,Server IP Address,Dirección IP del servidor,عنوان IP الخادم,Adresse IP du serveur
Server Protocol,Server Protocol,Protocolo de servidor,بروتوكول الخادم,Protocole de serveur
Timezone,Timezone,Zona horaria,وحدة زمنية,Fuseau horaire
Email Send Method,Email Send Method,Método de envío de correo electrónico,طريقة إرسال البريد الإلكتروني,Méthode d'envoi par e-mail
Send Mail,Send Mail,Enviar correo,ارسل بريد,Envoyer un mail
Port,Port,Puerto,ميناء,Port
Encryption,Encryption,Encriptación,التشفير,Chiffrement
KYC Data Form,KYC Data Form,Formulario de datos de KYC,نموذج بيانات KYC,Formulaire de données KYC
Page,Page,Página,صفحة,Page
Edit Campaign,Edit Campaign,Editar campaña,حملة تحرير,Modifier la campagne
Sub Heading,Sub Heading,Subtendente,العنوان الفرعي,Tas de sous
Add Activities,Add Activities,Agregar actividades,أضف الأنشطة,Ajouter des activités
Edit Activity,Edit Activity,Editar actividad,تحرير النشاط,Modifier l'activité
Setup Blog Section,Setup Blog Section,Sección de blog de configuración,قسم مدونة الإعداد,Setup Blog Section
Heading,Heading,Título,عنوان,Titre
Setup Footer Section,Setup Footer Section,Sección de pie de página de configuración,قسم تذييل الإعداد,Section de pied de page de configuration
Footer Text,Footer Text,Texto de pie de página,نص تذييل,Texte de pied
Footer Details,Footer Details,Detalles del pie de página,تفاصيل تذييل,Détails de pied
Add Social Icon,Add Social Icon,Agregar icono social,أضف أيقونة اجتماعية,Ajouter l'icône sociale
Edit Solution,Edit Solution,Solución de edición,تحرير الحل,Modifier la solution
Banner Image,Banner Image,Imagen de banner,صورة بانر,Image de bannière
Button Link,Button Link,Enlace de botón,رابط زر,Lien de bouton
Button Name,Button Name,Nombre del botón,اسم الزر,Nom du bouton
Add Item,Add Item,Añadir artículo,اضافة عنصر,Ajouter un item
Edit Item,Edit Item,Elemento de edición,تعديل عنصر,Modifier l'article
Happy Users,Happy Users,Usuarios felices,مستخدمون سعداء,Utilisateurs satisfaits
Total Service,Total Service,Servicio total,إجمالي الخدمة,Service total
Edit Testimonial,Edit Testimonial,Editar testimonio,تحرير شهادة,Modifier le témoignage
Support Ticket,Support Ticket,Boleto de apoyo,بطاقة الدعم,Billet de support
User (Fullname),User (Fullname),Usuario (nombre completo),المستخدم (fullname),Utilisateur (FullName)
Total Transactions,Total Transactions,Transacciones totales,إجمالي المعاملات,Total des transactions
User Overview,User Overview,Descripción general del usuario,نظرة عامة على المستخدم,Aperçu de l'utilisateur
Login as Member,Login as Member,Iniciar sesión como miembro,تسجيل الدخول كعضو,Connexion en tant que membre
Email Logs,Email Logs,Registros de correo electrónico,سجلات البريد الإلكتروني,Journaux de messagerie
Last Login,Last Login,Último acceso,آخر تسجيل دخول,Dernière connexion
Information of User,Information of User,Información del usuario,معلومات المستخدم,Informations sur l'utilisateur
Type,Type,Tipo,يكتب,Taper
Select Type,Select Type,Seleccione tipo,اختر صنف,Sélectionner le genre
Balance Add,Balance Add,Balance Agregar,إضافة التوازن,Équilibre ajouter
subtract,subtract,sustraer,طرح او خصم,soustraire
Balance Subtract,Balance Subtract,Balance Restar,توازن طرح,Équilibrez
wallet,wallet,billetera,محفظة,portefeuille
User Wallet,User Wallet,Billetera del usuario,محفظة المستخدم,Portefeuille d'utilisateurs
Select User Wallet,Select User Wallet,Seleccione la billetera del usuario,حدد محفظة المستخدم,Sélectionnez le portefeuille d'utilisateurs
Remark,Remark,Observación,ملاحظة,Remarque
Select Users,Select Users,Seleccionar usuarios,حدد المستخدمين,Sélectionner les utilisateurs
email_verified,email_verified,Correo Electrónico Verificado,البريد الإلكتروني,Email verifié
kyc_verified,kyc_verified,kyc_verified,kyc_verified,kyc_verified
Edit KYC,Edit KYC,Editar kyc,تحرير KYC,Modifier KYC
File not found!,File not found!,¡Archivo no encontrado!,لم يتم العثور على الملف!,Fichier introuvable!
alert alert-primary,alert alert-primary,Alerta de alerta-primaria,التنبيه في حالة تأهب,alerte alerte-primaire
KYC Information not submitted yet,KYC Information not submitted yet,Información de KYC aún no se ha enviado,معلومات KYC لم يتم تقديمها بعد,KYC Informations non soumises
User Login Logs,User Login Logs,Registros de inicio de sesión de usuario,سجلات تسجيل الدخول المستخدم,Journaux de connexion de l'utilisateur
SL.,SL.,Sl.,SL.,Sl.
IP,IP,IP,IP,IP
MAC,MAC,MAC,ماك,MAC
Location,Location,Ubicación,موقع,Emplacement
Browser | OS,Browser | OS,Navegador | Sistema operativo,متصفح | نظام التشغيل,Navigateur | OS
Login at,Login at,Iniciar sesión en,تسجيل الدخول في,Se connecter à
User Email Logs,User Email Logs,Registros de correo electrónico de usuario,سجلات البريد الإلكتروني للمستخدم,Journaux de messagerie utilisateur
SEND,SEND,ENVIAR,يرسل,ENVOYER
Mail Sender(Method),Mail Sender(Method),Remitente de correo (método),مرسل البريد (الطريقة),Expéditeur de courrier (méthode)
Virtual Card Api,Virtual Card Api,API de tarjeta virtual,واجهة برمجة تطبيقات البطاقة الافتراضية,API de la carte virtuelle
Select Platfrom,Select Platfrom,Seleccione PLATFROM,حدد Platfrom,Sélectionnez Platfrom
Secret Key,Secret Key,Llave secreta,المفتاح السري,Clef secrète
Secret Hash,Secret Hash,Hash secreto,التجزئة السرية,Hachage secret
Base Url,Base Url,URL base,عنوان URL الأساسي,URL de base
Vault ID Url,Vault ID Url,URL de ID de bóveda,url معرف قبو,URL d'identification du coffre-fort
Public Key,Public Key,Llave pública,المفتاح العمومي,Clé publique
card-image,card-image,imagen de la tarjeta,صورة بطاقة,image de carte
Background Image,Background Image,Imagen de fondo,الصورة الخلفية,Image de fond
Site Name,Site Name,Nombre del sitio,اسم الموقع,Nom du site
Site Title,Site Title,Título del sitio,عنوان الموقع,Titre du site
OTP Expiration,OTP Expiration,Vencimiento de OTP,انتهاء صلاحية OTP,Expiration OTP
input-group-text,input-group-text,text-group de entrada,إدخال مجموعة الفئة,Text de groupe d'entrée
Seconds,Seconds,Segundos,ثوان,Secondes
Select Timezone,Select Timezone,Selecciona la zona horaria,اختر المجال الزمني,Sélectionnez le fuseau horaire
Activation Settings,Activation Settings,Configuración de activación,إعدادات التنشيط,Paramètres d'activation
Logo (Light Version),Logo (Light Version),Logotipo (versión ligera),شعار (إصدار الضوء),Logo (version légère)
Favicon (Light Version),Favicon (Light Version),Favicon (versión ligera),Favicon (نسخة خفيفة),Favicon (version légère)
Favicon (Dark Version),Favicon (Dark Version),Favicon (versión oscura),Favicon (نسخة مظلمة),Favicon (version sombre)
Search Engine Optimization (SEO),Search Engine Optimization (SEO),Optimización de motores de búsqueda (SEO),تحسين محرك البحث (SEO),Optimisation des moteurs de recherche (SEO)
Thumbnail Image,Thumbnail Image,Imagen en miniatura,صورة مصغرة,Image miniature
Social Title,Social Title,Título social,العنوان الاجتماعي,Titre social
Social Description,Social Description,Descripción social,الوصف الاجتماعي,Description sociale
KYC Unverified Users,KYC Unverified Users,Usuarios no verificados de KYC,kyc المستخدمين غير المؤكدين,Utilisateurs KYC non vérifiés
Currency Name,Currency Name,Nombre de moneda,اسم العملة,Nom de devise
ex: USD,ex: USD,Ej: USD,على سبيل المثال: USD,Ex: USD
APP ID,APP ID,ID de aplicación,معرف التطبيق,Identifiant d'application
Host,Host,Anfitrión,يستضيف,Hôte
Web Version,Web Version,Versión web,إصدار الويب,Version Web
Logo (Dark Version),Logo (Dark Version),Logotipo (versión oscura),شعار (نسخة مظلمة),Logo (version sombre)
Add,Add,Agregar,يضيف,Ajouter
I have agreed with,I have agreed with,He estado de acuerdo con,لقد وافقت مع,Je suis d'accord avec
Terms Of Use & Privacy Policy,Terms Of Use & Privacy Policy,Términos de uso y política de privacidad,شروط الاستخدام وسياسة الخصوصية,Conditions d'utilisation et politique de confidentialité
Transfer Money Charge,Transfer Money Charge,Transferir cargos de dinero,تحويل رسوم المال,Transférer des frais d'argent
Virtual Card Charges,Virtual Card Charges,Cargos de tarjeta virtual,رسوم البطاقة الافتراضية,Frais de carte virtuelle
Card Reload Charges,Card Reload Charges,Cargos de recarga de tarjetas,رسوم إعادة تحميل البطاقة,Frais de rechargement de la carte
Add/Subtract Balance,Add/Subtract Balance,Balance de suma/reste,إضافة/طرح التوازن,Ajouter / soustraire l'équilibre
Site Base Color,Site Base Color,Color base del sitio,لون قاعدة الموقع,Couleur de base du site
1 year,1 year,1 año,1 سنة,1 an
Complete Logs,Complete Logs,Registros completos,سجلات كاملة,Compléter les journaux
Customer Email,Customer Email,Correo electrónico del cliente,البريد الإلكتروني العميل,Email client
Date Of Birth,Date Of Birth,Fecha de nacimiento,تاريخ الميلاد,Date de naissance
transaction,Transaction,Transacción,عملية,Transaction
transferFee,Transfer Fee,Tarifa de transferencia,رسوم التحويل,Frais de transfert
Screenshoot,Screenshoot,Captura de pantalla,لقطة الشاشة,Capture d'écran
Your Card Is Pending! Please Contact With Admin,Your Card Is Pending! Please Contact With Admin,¡Tu tarjeta está pendiente! Póngase en contacto con el administrador,بطاقتك معلقة! يرجى الاتصال مع المسؤول,Votre carte est en attente! Veuillez contacter avec l'administrateur
