Key,en,es,ar,fr
Instructions,Instructions,Instrucciones,تعليمات,Instructions
Setup FAQ,Setup FAQ,Preguntas frecuentes sobre la configuración,الأسئلة الشائعة حول الإعداد,FAQ de configuration
Add FAQ,Add FAQ,Agregar preguntas frecuentes,أضف الأسئلة الشائعة,Ajouter une FAQ
Import,Import,Importar,يستورد,Importer
Download,Download,Descargar,تحميل,Télécharger
Language Keywords of English,Language Keywords of English,Palabras clave del idioma inglés,الكلمات الرئيسية للغة الإنجليزية,Mots-clés de langue anglais
Money Out Details,Money Out Details,Detalles de retiro de dinero,تفاصيل صرف الأموال,Détails du retrait d'argent
AGENT,AGENT,AGENTE,عامل,AGENT
MERCHANT,MERCHANT,COMERCIANTE,تاجر,MARCHAND
Payable Amount,Payable Amount,Cantidad a pagar,المبلغ المستحق,Montant payable
btn btn--base btn-loading,btn btn--base btn-loading,btn btn--base btn-cargando,btn btn--تحميل btn الأساسي,btn btn--base btn-loading
Money Out Logs,Money Out Logs,Registros de salida de dinero,سجلات خروج الأموال,Journaux de sorties d'argent
User Type,User Type,Tipo de usuario,نوع المستخدم,Type d'utilisateur
Update Gateway,Update Gateway,Actualizar puerta de enlace,تحديث البوابة,Mettre à jour la passerelle
Callback URL,Callback URL,URL de devolución de llamada,عاود الاتصال بالعنوان,URL de rappel
Supported Currency,Supported Currency,Moneda admitida,العملة المدعومة,Devise prise en charge
Enabled Currency,Enabled Currency,Moneda habilitada,العملة الممكّنة,Devise activée
Add Automatic Gateway (Add Money),Add Automatic Gateway (Add Money),Agregar puerta de enlace automática (Agregar dinero),إضافة بوابة تلقائية (إضافة أموال),Ajouter une passerelle automatique (Ajouter de l'argent)
gatewayImage,gatewayImage,puerta de enlaceImagen,gateImage,passerelleImage
Gateway Title,Gateway Title,Título de la puerta de enlace,عنوان البوابة,Titre de la passerelle
Supported Currencies,Supported Currencies,Monedas admitidas,العملات المدعومة,Devises prises en charge
Genarate Fields,Genarate Fields,Campos generados,توليد الحقول,Générer des champs
Instruction,Instruction,Instrucción,تعليمات,Instruction
Max File Size (mb),Max File Size (mb),Tamaño máximo de archivo (mb),الحد الأقصى لحجم الملف (ميجابايت),Taille maximale du fichier (Mo)
File Extension,File Extension,Extensión de archivo,امتداد الملف,Extension de fichier
Min Character,Min Character,Carácter mínimo,حرف مين,Caractère minimum
Max Character,Max Character,Carácter máximo,شخصية ماكس,Caractère maximum
alert-submit-btn btn btn--danger btn-loading,alert-submit-btn btn btn--danger btn-loading,alerta-enviar-btn btn btn--peligro btn-cargando,تنبيه-إرسال-btn btn btn--خطر btn-loading,alerte-soumettre-btn btn btn--danger btn-loading
Add Automatic Gateway (Money Out),Add Automatic Gateway (Money Out),Agregar puerta de enlace automática (salida de dinero),إضافة بوابة تلقائية (سحب الأموال),Ajouter une passerelle automatique (Money Out)
Save & Change,Save & Change,Guardar cambios,حفظ وتغيير,Sauvegarder les modifications
Profile Image,Profile Image,Imagen de perfil,صورة الملف الشخصي,Image de profil
Select State,Select State,Seleccione estado,اختر ولايه,Sélectionnez l'état
Browser Push Notification Configuration,Browser Push Notification Configuration,Configuración de notificaciones push del navegador,تكوين إشعارات المتصفح,Configuration des notifications push du navigateur
Select Method,Select Method,Seleccionar método,حدد الطريقة,Sélectionnez la méthode
Instance ID,Instance ID,ID de instancia,معرف المثيل,ID d'instance
Primary key,Primary key,Clave primaria,المفتاح الأساسي,Clé primaire
Broadcasting/ Internal Notification Configuration,Broadcasting/ Internal Notification Configuration,Configuración de transmisión/notificación interna,البث/تكوين الإخطار الداخلي,Configuration de diffusion/notification interne
Cluster,Cluster,Grupo,تَجَمَّع,Grappe
Notification Body,Notification Body,Organismo de notificación,هيئة الإخطار,Corps de notification
Latest Notifications,Latest Notifications,Últimas notificaciones,أحدث الإخطارات,Dernières notifications
Body,Body,Cuerpo,جسم,Corps
Version,Version,Versión,إصدار,Version
App Environment,App Environment,Entorno de aplicación,بيئة التطبيق,Environnement de l'application
App Debug,App Debug,Depuración de aplicaciones,تصحيح أخطاء التطبيق,Débogage de l'application
App Mode,App Mode,Modo de aplicación,وضع التطبيق,Mode application
Database Connection,Database Connection,Conexión de base de datos,اتصال قاعدة البيانات,Connexion à la base de données
Database Host,Database Host,Host de base de datos,مضيف قاعدة البيانات,Hôte de base de données
Database Port,Database Port,Puerto de base de datos,منفذ قاعدة البيانات,Port de base de données
Database Name,Database Name,Nombre de la base de datos,اسم قاعدة البيانات,Nom de la base de données
Database Username,Database Username,Nombre de usuario de la base de datos,اسم مستخدم قاعدة البيانات,Nom d'utilisateur de la base de données
PHP Version,PHP Version,Versión PHP,نسخة PHP,Version PHP
Laravel Version,Laravel Version,Versión Laravel,نسخة لارافيل,Version Laravel
Server Software,Server Software,Software de servidor,برامج الخادم,Logiciel serveur
Server IP Address,Server IP Address,Dirección IP del servidor,عنوان IP للخادم,Adresse IP du serveur
Server Protocol,Server Protocol,Protocolo de servidor,بروتوكول الخادم,Protocole de serveur
Timezone,Timezone,Zona horaria,وحدة زمنية,Fuseau horaire
Email Send Method,Email Send Method,Método de envío de correo electrónico,طريقة إرسال البريد الإلكتروني,Méthode d'envoi d'e-mail
Send Mail,Send Mail,Enviar correo,ارسل بريد,Envoyer un mail
Port,Port,Puerto,ميناء,Port
Encryption,Encryption,Cifrado,التشفير,Chiffrement
KYC Data Form,KYC Data Form,Formulario de datos KYC,نموذج بيانات KYC,Formulaire de données KYC
Page,Page,Página,صفحة,Page
Edit Campaign,Edit Campaign,Editar campaña,تحرير الحملة,Modifier la campagne
Sub Heading,Sub Heading,Subtítulo,العنوان الفرعي,Sous-titre
Add Activities,Add Activities,Agregar actividades,أضف الأنشطة,Ajouter des activités
Edit Activity,Edit Activity,Editar actividad,تحرير النشاط,Modifier l'activité
Setup Blog Section,Setup Blog Section,Configuración de la sección del blog,قسم مدونة الإعداد,Section du blog de configuration
Heading,Heading,Título,عنوان,Titre
Setup Footer Section,Setup Footer Section,Configurar sección de pie de página,قسم تذييل الإعداد,Section de pied de page de configuration
Footer Text,Footer Text,Texto de pie de página,نص التذييل,Texte du pied de page
Footer Details,Footer Details,Detalles del pie de página,تفاصيل التذييل,Détails du pied de page
Add Social Icon,Add Social Icon,Agregar ícono social,إضافة أيقونة الاجتماعية,Ajouter une icône sociale
Edit Solution,Edit Solution,Editar solución,تحرير الحل,Modifier la solution
Banner Image,Banner Image,Imagen de banner,صورة بانر,Image de la bannière
Button Link,Button Link,Enlace de botón,رابط الزر,Lien du bouton
Button Name,Button Name,Nombre del botón,اسم الزر,Nom du bouton
Add Item,Add Item,Añadir artículo,اضافة عنصر,Ajouter un item
Edit Item,Edit Item,Editar artículo,تعديل عنصر,Modifier l'article
Happy Users,Happy Users,Usuarios felices,المستخدمين السعداء,Utilisateurs satisfaits
Total Service,Total Service,Servicio total,الخدمة الشاملة,Service total
Edit Testimonial,Edit Testimonial,Editar testimonio,تحرير الشهادة,Modifier le témoignage
Support Ticket,Support Ticket,Boleto de soporte,بطاقة الدعم,Billet d'assistance
User (Fullname),User (Fullname),Usuario (nombre completo),المستخدم (الاسم الكامل),Utilisateur (nom complet)
Total Transactions,Total Transactions,Transacciones totales,إجمالي المعاملات,Total des transactions
User Overview,User Overview,Descripción general del usuario,نظرة عامة على المستخدم,Présentation de l'utilisateur
Login as Member,Login as Member,Iniciar sesión como miembro,تسجيل الدخول كعضو,Connectez-vous en tant que membre
Email Logs,Email Logs,Registros de correo electrónico,سجلات البريد الإلكتروني,Journaux de courrier électronique
Last Login,Last Login,Último acceso,آخر تسجيل دخول,Dernière connexion
Information of User,Information of User,Información del Usuario,معلومات المستخدم,Informations de l'utilisateur
Type,Type,Tipo,يكتب,Taper
Select Type,Select Type,Seleccione tipo,اختر صنف,Sélectionner le genre
Balance Add,Balance Add,Agregar saldo,إضافة الرصيد,Solde Ajouter
subtract,subtract,sustraer,طرح او خصم,soustraire
Balance Subtract,Balance Subtract,Resta de saldo,طرح الرصيد,Soustraire le solde
wallet,Wallet,Billetera,محفظة,Portefeuille
User Wallet,User Wallet,Cartera de usuario,محفظة المستخدم,Portefeuille utilisateur
Select User Wallet,Select User Wallet,Seleccionar billetera de usuario,حدد محفظة المستخدم,Sélectionnez le portefeuille utilisateur
Remark,Remark,Observación,ملاحظة,Remarque
Select Users,Select Users,Seleccionar usuarios,حدد المستخدمين,Sélectionnez les utilisateurs
email_verified,email_verified,Correo Electrónico Verificado,تم التحقق من البريد الإلكتروني,Email verifié
kyc_verified,kyc_verified,kyc_verificado,kyc_verified,kyc_vérifié
Edit KYC,Edit KYC,Editar KYC,تحرير اعرف عميلك,Modifier KYC
File not found!,File not found!,¡Archivo no encontrado!,لم يتم العثور على الملف!,Fichier introuvable!
alert alert-primary,alert alert-primary,alerta alerta primaria,تنبيه التنبيه الابتدائي,alerte alerte-primaire
KYC Information not submitted yet,KYC Information not submitted yet,Información KYC aún no enviada,لم يتم تقديم معلومات KYC بعد,Informations KYC non encore soumises
User Login Logs,User Login Logs,Registros de inicio de sesión de usuario,سجلات دخول المستخدم,Journaux de connexion des utilisateurs
SL.,SL.,SL.,إس إل.,SL.
IP,IP,IP,الملكية الفكرية,PI
MAC,MAC,MAC,ماك,MAC
Location,Location,Ubicación,موقع,Emplacement
Browser | OS,Browser | OS,Navegador | SO,المتصفح | نظام التشغيل,Navigateur | Système d'exploitation
Login at,Login at,Inicia sesión en,تسجيل الدخول في,Connectez-vous à
User Email Logs,User Email Logs,Registros de correo electrónico del usuario,سجلات البريد الإلكتروني للمستخدم,Journaux de courrier électronique des utilisateurs
SEND,SEND,ENVIAR,يرسل,ENVOYER
Mail Sender(Method),Mail Sender(Method),Remitente de correo (método),مرسل البريد (الطريقة),Expéditeur de courrier (méthode)
Virtual Card Api,Virtual Card Api,API de tarjeta virtual,واجهة برمجة تطبيقات البطاقة الافتراضية,API de carte virtuelle
Select Platfrom,Select Platfrom,Seleccionar plataforma,حدد المنصة,Sélectionnez la plate-forme
Secret Key,Secret Key,Llave secreta,المفتاح السري,Clef secrète
Secret Hash,Secret Hash,Hachís secreto,التجزئة السرية,Hachage secret
Base Url,Base Url,URL base,عنوان URL الأساسي,URL de base
Vault ID Url,Vault ID Url,URL de identificación de la bóveda,عنوان URL لمعرف المخزن,URL de l'ID du coffre-fort
Public Key,Public Key,Llave pública,المفتاح العمومي,Clé publique
card-image,card-image,imagen-de-tarjeta,صورة البطاقة,image de la carte
Background Image,Background Image,Imagen de fondo,الصورة الخلفية,Image de fond
Site Name,Site Name,Nombre del sitio,اسم الموقع,Nom du site
Site Title,Site Title,Título del sitio,عنوان الموقع,Titre du site
OTP Expiration,OTP Expiration,Vencimiento de la OTP,انتهاء صلاحية OTP,Expiration du OTP
input-group-text,input-group-text,texto-grupo-de-entrada,إدخال مجموعة النص,texte du groupe d'entrée
Seconds,Seconds,Segundos,ثواني,Secondes
Select Timezone,Select Timezone,Selecciona la zona horaria,اختر المجال الزمني,Sélectionnez le fuseau horaire
Activation Settings,Activation Settings,Configuración de activación,إعدادات التنشيط,Paramètres d'activation
Logo (Light Version),Logo (Light Version),Logotipo (versión ligera),الشعار (النسخة الخفيفة),Logo (version légère)
Favicon (Light Version),Favicon (Light Version),Favicon (versión ligera),الأيقونة المفضلة (الإصدار الخفيف),Icône de favori (version légère)
Favicon (Dark Version),Favicon (Dark Version),Favicon (versión oscura),الأيقونة المفضلة (الإصدار الداكن),Icône de favori (version sombre)
Search Engine Optimization (SEO),Search Engine Optimization (SEO),Optimización de motores de búsqueda (SEO),تحسين محركات البحث (SEO),Optimisation des moteurs de recherche (SEO)
Thumbnail Image,Thumbnail Image,Imagen en miniatura,صورة مصغرة,Image miniature
Social Title,Social Title,Título social,العنوان الاجتماعي,Titre social
Social Description,Social Description,Descripción social,الوصف الاجتماعي,Description sociale
KYC Unverified Users,KYC Unverified Users,Usuarios no verificados de KYC,KYC المستخدمين الذين لم يتم التحقق منهم,Utilisateurs non vérifiés KYC
Currency Name,Currency Name,Nombre de la moneda,اسم العملة,Nom de la devise
ex: USD,ex: USD,ejemplo: USD,على سبيل المثال: دولار أمريكي,ex : USD
APP ID,APP ID,ID DE APLICACIÓN,معرف التطبيق,Identifiant de l'application
Host,Host,Anfitrión,يستضيف,Hôte
Web Version,Web Version,Versión Web,نسخة الويب,Version Web
Logo (Dark Version),Logo (Dark Version),Logotipo (versión oscura),الشعار (الإصدار الداكن),Logo (version sombre)
Add,Add,Agregar,يضيف,Ajouter
I have agreed with,I have agreed with,he estado de acuerdo con,لقد اتفقت مع,je suis d'accord avec
Terms Of Use & Privacy Policy,Terms Of Use & Privacy Policy,Términos de uso y política de privacidad,شروط الاستخدام وسياسة الخصوصية,Conditions d'utilisation et politique de confidentialité
Transfer Money Charge,Transfer Money Charge,Cargo por transferencia de dinero,رسوم تحويل الأموال,Frais de transfert d'argent
Virtual Card Charges,Virtual Card Charges,Cargos de tarjeta virtual,رسوم البطاقة الافتراضية,Frais de carte virtuelle
Card Reload Charges,Card Reload Charges,Cargos de recarga de tarjeta,رسوم إعادة شحن البطاقة,Frais de rechargement de carte
Site Base Color,Site Base Color,Color base del sitio,اللون الأساسي للموقع,Couleur de base du site
1 year,1 year,1 año,1 سنة,1 an
Complete Logs,Complete Logs,Registros completos,سجلات كاملة,Journaux complets
Customer Email,Customer Email,Correo electrónico del cliente,البريد الإلكتروني للعميل,Email client
Date Of Birth,Date Of Birth,Fecha de nacimiento,تاريخ الميلاد,Date de naissance
transaction,Transaction,Transacción,عملية,Transaction
transferFee,Transfer Fee,Tarifa de transferencia,رسوم التحويل,Frais de transfert
Screenshoot,Screenshoot,Captura de pantalla,لقطة شاشة,Capture d'écran
Your Card Is Pending! Please Contact With Admin,Your Card Is Pending! Please Contact With Admin,¡Tu tarjeta está pendiente! Por favor contacte con el administrador,بطاقتك معلقة! يرجى الاتصال مع المشرف,Votre carte est en attente ! Veuillez contacter l'administrateur
Something went Wrong!,Something went Wrong!,¡Algo salió mal!,هناك خطأ ما!,Quelque chose s'est mal passé !
Update,Update,Actualizar,تحديث,Mise à jour
pleaseFillOutTheField,Please Fill Out The Field,Por favor complete el campo,يرجى ملء الحقل,Veuillez remplir le champ
Enter Card Holder's Name,Enter Card Holder's Name,Ingrese el nombre del titular de la tarjeta,أدخل اسم حامل البطاقة,Entrez le nom du titulaire de la carte
Card Holder's Name,Card Holder's Name,Nombre del tarjetahabiente,اسم حامل البطاقة,Nom du titulaire de la carte
Total Gift Cards,Total Gift Cards,Tarjetas de regalo totales,إجمالي بطاقات الهدايا,Total des cartes-cadeaux
Card Name,Card Name,Nombre de tarjeta,اسم البطاقة,Nom de la carte
Receiver Phone,Receiver Phone,Teléfono receptor,هاتف المتلقي,Téléphone récepteur
Card Unit Price,Card Unit Price,Precio unitario de la tarjeta,سعر وحدة البطاقة,Prix ​​unitaire de la carte
Card Quantity,Card Quantity,Cantidad de tarjeta,كمية البطاقة,Quantité de carte
Card Total Price,Card Total Price,Precio Total de la Tarjeta,السعر الإجمالي للبطاقة,Prix ​​total de la carte
Gift Card,Gift Card,Tarjeta de regalo,كرت هدية,Carte cadeau
My Gift Card,My Gift Card,Mi tarjeta de regalo,بطاقة الهدايا الخاصة بي,Ma carte cadeau
Card Images,Card Image,Imagen de la tarjeta,صورة البطاقة,Image de la carte
Gift Cards,Gift Cards,Tarjetas de regalo,بطاقات الهدايا,Cartes cadeaux
Gift Card Details,Gift Card Details,Detalles de la tarjeta de regalo,تفاصيل بطاقة الهدايا,Détails de la carte-cadeau
The system wallet does not have the currency code for the product currency code,The system wallet does not have the currency code for the product currency code,La billetera del sistema no tiene el código de moneda para el código de moneda del producto.,لا تحتوي محفظة النظام على رمز العملة الخاص برمز عملة المنتج,Le portefeuille système n'a pas le code de devise pour le code de devise du produit
Sender Country Is Not Valid,Sender Country Is Not Valid,El país del remitente no es válido,بلد المرسل غير صالح,Le pays de l'expéditeur n'est pas valide
Receiver Country Is Not Valid,Receiver Country Is Not Valid,El país del receptor no es válido,بلد المتلقي غير صالح,Le pays du destinataire n'est pas valide
You don't have sufficient balance,You don't have sufficient balance,No tienes saldo suficiente,ليس لديك رصيد كافي,Vous n'avez pas de solde suffisant
Your Gift Card Order Has Been Successfully Processed,Your Gift Card Order Has Been Successfully Processed,Su pedido de tarjeta de regalo se ha procesado correctamente,تمت معالجة طلب بطاقة الهدايا الخاصة بك بنجاح,Votre commande de carte-cadeau a été traitée avec succès
enter Phone Number,Enter Phone Number,Ingresa número telefónico,أدخل رقم الهاتف,Entrez le numéro de téléphone
From Name,From Name,Del nombre,من الاسم,Du nom
Your Name,Your Name,Su nombre,اسمك,votre nom
Quantity,Quantity,Cantidad,كمية,Quantité
Buy Now,Buy Now,Comprar ahora,اشتري الآن,Acheter maintenant
Buy Gift Card,Buy Gift Card,Comprar tarjeta de regalo,شراء بطاقة الهدايا,Acheter une carte-cadeau
Product Name,Product Name,nombre del producto,اسم المنتج,Nom du produit
Receiver Country,Receiver Country,País receptor,بلد الاستقبال,Pays du destinataire
Total Price,Total Price,Precio total,السعر الكلي,Prix ​​total
Total Fees & Charges,Total Fees & Charges,Tarifas y cargos totales,إجمالي الرسوم والمصاريف,Total des frais et charges
Amount Field Is Required,Amount Field Is Required,El campo de cantidad es obligatorio,حقل المبلغ مطلوب,Le champ Montant est obligatoire
Receiver Email Field Is Required,Receiver Email Field Is Required,El campo de correo electrónico del destinatario es obligatorio,حقل البريد الإلكتروني للمستلم مطلوب,Le champ de courrier électronique du destinataire est obligatoire
Invalid Email Format,Invalid Email Format,Formato de correo inválido,تنسيق البريد الإلكتروني غير صالح,Format d'email invalide
Country Field Is Required,Country Field Is Required,El campo del país es obligatorio,حقل البلد مطلوب,Le champ Pays est obligatoire
Receiver Phone Field Is Required,Receiver Phone Field Is Required,El campo del teléfono del receptor es obligatorio,حقل هاتف المتلقي مطلوب,Le champ du téléphone du destinataire est obligatoire
From Name Field Is Required,From Name Field Is Required,El campo del nombre es obligatorio,من حقل الاسم مطلوب,Le champ du nom de l'expéditeur est obligatoire
Gift Card Logs,Gift Card Logs,Registros de tarjetas de regalo,سجلات بطاقات الهدايا,Journaux de cartes-cadeaux
Payable Unit Price,Payable Unit Price,Precio unitario a pagar,سعر الوحدة المستحق الدفع,Prix ​​unitaire à payer
Card Currency,Card Currency,Moneda de la tarjeta,عملة البطاقة,Devise de la carte
Card Api Currency,Card Api Currency,Tarjeta API Moneda,عملة بطاقة API,Devise de l'API de la carte
Api Discount,Api Discount,Descuento API,خصم أبي,Remise API
Api Fee,Api Fee,Tarifa API,رسوم واجهة برمجة التطبيقات,Frais API
Api Sms Fee,Api Sms Fee,Tarifa SMS API,رسوم الرسائل القصيرة API,Frais SMS API
Api Total Fee,Api Total Fee,Tarifa Total API,إجمالي رسوم واجهة برمجة التطبيقات,Frais totaux de l'API
Api Trx Id,Api Trx Id,ID de API Trx,معرف API Trx,Identifiant API Trx
Gift Details For,Gift Details For,Detalles del regalo para,تفاصيل الهدية ل,Détails du cadeau pour
Gift Card Api,Gift Card Api,API de tarjeta de regalo,واجهة برمجة تطبيقات بطاقة الهدايا,API de carte-cadeau
Gift Card API Has Been Updated.,Gift Card API Has Been Updated.,La API de la tarjeta de regalo se ha actualizado.,تم تحديث واجهة برمجة تطبيقات بطاقة الهدايا.,L'API des cartes-cadeaux a été mise à jour.
Client ID,Client ID,Identificación del cliente,معرف العميل,identité du client
Production URL,Production URL,URL de producción,عنوان URL للإنتاج,URL de production
Sandbox URL,Sandbox URL,URL de zona de pruebas,عنوان URL الخاص بوضع الحماية,URL du bac à sable
Webhook URL,Webhook URL,URL de webhook,عنوان URL للويب هوك,URL du webhook
Api ENV,Api ENV,API ENV,واجهة برمجة التطبيقات إنف,API ENV
Production,Production,Producción,إنتاج,Production
Sandbox,Sandbox,Salvadera,رمل,bac à sable
Setup Gift Card Api,Setup Gift Card Api,Configurar API de tarjeta de regalo,إعداد واجهة برمجة تطبيقات بطاقة الهدايا,Configurer l'API de la carte-cadeau
Update Rate,Update Rate,Frecuencia de actualización,معدل التحديث,Taux de mise à jour
AppLGiftCard,Gift Card,Tarjeta de regalo,كرت هدية,Carte cadeau
AppLGiftCards,Gift Cards,Tarjetas de regalo,بطاقات الهدايا,Cartes cadeaux
AppLGiftCardDetails,Gift Card Details,Detalles de la tarjeta de regalo,تفاصيل بطاقة الهدايا,Détails de la carte-cadeau
AppLFromName,From Name,Del nombre,من الاسم,Du nom
AppLQuantity,Quantity,Cantidad,كمية,Quantité
AppLWallet,Wallet,Billetera,محفظة,Portefeuille
AppLBuyNow,Buy Now,Comprar ahora,اشتري الآن,Acheter maintenant
AppLTrxID,Trx ID,ID de tratamiento,معرف تركس,ID d'envoi
Live,Live,Vivir,,En direct
